ERR551979,3,3,3,3,3,5,2,5,3,0,0,0,0,4,0,4,0,0,2,0,3,0,3,3
ERR551990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552090,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552130,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,3
ERR552136,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR552141,3,3,3,4,3,5,2,5,4,5,2,2,4,4,3,4,3,4,2,3,3,4,3,3
ERR552177,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552190,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552194,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,1,3,3,3,2,3
ERR552219,3,3,0,0,3,0,0,0,1,0,1,2,0,4,0,4,0,4,1,0,0,4,3,3
ERR552331,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,1,3,3,3,2,3
ERR552358,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR552429,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,0,3,3,2,0
ERR552445,3,2,3,3,2,3,2,3,3,3,1,2,3,3,0,2,2,3,1,3,3,3,2,3
ERR552479,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
ERR552482,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552493,3,2,3,3,2,3,2,3,3,3,2,3,3,3,2,0,2,3,2,3,3,3,2,3
ERR552549,3,3,3,4,3,5,2,5,4,5,2,0,4,4,3,4,0,4,2,3,3,4,3,4
ERR552555,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,1,3,3,3,2,3
ERR552580,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,0
ERR552668,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,4,3,3
ERR552690,3,3,2,0,0,4,2,0,0,4,0,3,0,4,0,3,1,0,2,3,3,0,2,3
ERR552743,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,1,3,3,3,2,3
ERR552755,3,2,3,3,2,3,2,3,3,3,2,2,3,3,0,3,2,3,1,3,3,3,2,3
ERR552760,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR552787,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,3
ERR552830,3,3,0,0,3,0,2,0,0,0,0,3,0,4,0,4,0,1,1,0,0,0,3,3
ERR552838,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1
ERR552894,3,3,2,4,0,5,2,5,4,5,2,0,4,4,2,4,3,0,2,3,3,4,3,3
ERR552907,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR552911,3,3,3,4,3,5,2,5,4,5,0,3,4,4,0,4,0,4,2,3,3,4,3,3
ERR552912,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR552939,3,2,3,3,2,3,2,3,3,3,2,0,0,3,2,3,2,3,2,3,3,3,2,3
ERR552949,3,3,0,0,3,0,0,3,0,0,1,0,0,4,0,4,0,1,1,0,0,0,3,3
ERR552954,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,1,3,3,3,2,3
ERR553068,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR553081,3,3,3,3,3,5,2,5,2,5,2,0,0,4,0,4,0,4,2,3,3,4,3,3
ERR553086,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR553098,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,1,3,3,3,2,3
ERR553107,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,3
ERR553116,3,1,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,0
ERR553139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR553156,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,0,3,3,2,3
ERR553171,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
ERR553237,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
ERR553251,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
ERR553275,3,3,3,4,3,5,2,5,4,5,2,0,3,4,0,4,0,4,1,3,3,5,3,4
ERR553277,3,2,3,3,2,3,2,3,2,3,2,2,3,3,1,3,2,3,1,3,3,3,2,3
ERR553291,3,2,3,3,2,3,2,3,3,3,2,3,3,3,0,3,2,3,2,3,3,3,2,3
ERR553303,3,0,2,0,3,5,2,0,4,5,2,3,0,4,0,4,0,4,2,3,3,4,3,3
ERR553313,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,1,3,3,3,2,3
