Beijing391_Extendedprimers_cn:2_125bp_100x,154,0,2,1.35238095238
Beijing391_Extendedprimers_cn:2_125bp_100x,580,1,2,2.83185840708
Beijing391_Extendedprimers_cn:2_125bp_100x,960,2,2,3.72164948454
Beijing391_Extendedprimers_cn:2_125bp_100x,1644,3,2,2.07339449541
Beijing391_Extendedprimers_cn:2_125bp_100x,2059,4,2,3.62068965517
Beijing391_Extendedprimers_cn:2_125bp_100x,2531,5,2,1.48205128205
Beijing391_Extendedprimers_cn:2_125bp_100x,2687,6,2,2.83756345178
Beijing391_Extendedprimers_cn:2_125bp_100x,2996,7,2,3.28292682927
Beijing391_Extendedprimers_cn:2_125bp_100x,3007,8,2,1.39906103286
Beijing391_Extendedprimers_cn:2_125bp_100x,3192,9,2,4.24456521739
Beijing391_Extendedprimers_cn:2_125bp_100x,4348,10,2,1.62910798122
Beijing391_Extendedprimers_cn:2_125bp_100x,802,11,2,2.42713567839
Beijing391_Extendedprimers_cn:2_125bp_100x,424,12,2,1.46231155779
Beijing391_Extendedprimers_cn:2_125bp_100x,577,13,2,1.77884615385
Beijing391_Extendedprimers_cn:2_125bp_100x,1955,14,2,1.94300518135
Beijing391_Extendedprimers_cn:2_125bp_100x,2163b,15,2,3.04294478528
Beijing391_Extendedprimers_cn:2_125bp_100x,2165,16,2,2.6368159204
Beijing391_Extendedprimers_cn:2_125bp_100x,2347,17,2,2.46486486486
Beijing391_Extendedprimers_cn:2_125bp_100x,2401,18,2,2.02777777778
Beijing391_Extendedprimers_cn:2_125bp_100x,2461,19,2,1.89150943396
Beijing391_Extendedprimers_cn:2_125bp_100x,3171,20,2,2.75862068966
Beijing391_Extendedprimers_cn:2_125bp_100x,3690,21,2,2.02247191011
Beijing391_Extendedprimers_cn:2_125bp_100x,4052,22,2,4.19170984456
Beijing391_Extendedprimers_cn:2_125bp_100x,4156,23,2,1.8128342246
Beijing391_Extendedprimers_cn:4_125bp_100x,154,0,4,3.46261682243
Beijing391_Extendedprimers_cn:4_125bp_100x,580,1,4,4.77889447236
Beijing391_Extendedprimers_cn:4_125bp_100x,960,2,4,7.35514018692
Beijing391_Extendedprimers_cn:4_125bp_100x,1644,3,4,4.61881188119
Beijing391_Extendedprimers_cn:4_125bp_100x,2059,4,4,7.08542713568
Beijing391_Extendedprimers_cn:4_125bp_100x,2531,5,4,3.41474654378
Beijing391_Extendedprimers_cn:4_125bp_100x,2687,6,4,5.30555555556
Beijing391_Extendedprimers_cn:4_125bp_100x,2996,7,4,7.04347826087
Beijing391_Extendedprimers_cn:4_125bp_100x,3007,8,4,4.17647058824
Beijing391_Extendedprimers_cn:4_125bp_100x,3192,9,4,7.75609756098
Beijing391_Extendedprimers_cn:4_125bp_100x,4348,10,4,3.92018779343
Beijing391_Extendedprimers_cn:4_125bp_100x,802,11,4,4.75789473684
Beijing391_Extendedprimers_cn:4_125bp_100x,424,12,4,3.73626373626
Beijing391_Extendedprimers_cn:4_125bp_100x,577,13,4,3.65727699531
Beijing391_Extendedprimers_cn:4_125bp_100x,1955,14,4,3.01287553648
Beijing391_Extendedprimers_cn:4_125bp_100x,2163b,15,4,4.19696969697
Beijing391_Extendedprimers_cn:4_125bp_100x,2165,16,4,5.445
Beijing391_Extendedprimers_cn:4_125bp_100x,2347,17,4,4.39150943396
Beijing391_Extendedprimers_cn:4_125bp_100x,2401,18,4,4.32663316583
Beijing391_Extendedprimers_cn:4_125bp_100x,2461,19,4,4.26108374384
Beijing391_Extendedprimers_cn:4_125bp_100x,3171,20,4,5.9375
Beijing391_Extendedprimers_cn:4_125bp_100x,3690,21,4,3.66949152542
Beijing391_Extendedprimers_cn:4_125bp_100x,4052,22,4,7.81642512077
Beijing391_Extendedprimers_cn:4_125bp_100x,4156,23,4,4.66839378238
Beijing391_Extendedprimers_cn:3_125bp_100x,154,0,3,3.31527093596
Beijing391_Extendedprimers_cn:3_125bp_100x,580,1,3,4.39631336406
Beijing391_Extendedprimers_cn:3_125bp_100x,960,2,3,5.4824120603
Beijing391_Extendedprimers_cn:3_125bp_100x,1644,3,3,3.75147928994
Beijing391_Extendedprimers_cn:3_125bp_100x,2059,4,3,5.4154589372
Beijing391_Extendedprimers_cn:3_125bp_100x,2531,5,3,2.39795918367
Beijing391_Extendedprimers_cn:3_125bp_100x,2687,6,3,3.67532467532
Beijing391_Extendedprimers_cn:3_125bp_100x,2996,7,3,5.2427184466
Beijing391_Extendedprimers_cn:3_125bp_100x,3007,8,3,2.96216216216
Beijing391_Extendedprimers_cn:3_125bp_100x,3192,9,3,6.23834196891
Beijing391_Extendedprimers_cn:3_125bp_100x,4348,10,3,3.38974358974
Beijing391_Extendedprimers_cn:3_125bp_100x,802,11,3,2.80349344978
Beijing391_Extendedprimers_cn:3_125bp_100x,424,12,3,2.57731958763
Beijing391_Extendedprimers_cn:3_125bp_100x,577,13,3,2.84360189573
Beijing391_Extendedprimers_cn:3_125bp_100x,1955,14,3,2.84536082474
Beijing391_Extendedprimers_cn:3_125bp_100x,2163b,15,3,3.42328042328
Beijing391_Extendedprimers_cn:3_125bp_100x,2165,16,3,4.15270935961
Beijing391_Extendedprimers_cn:3_125bp_100x,2347,17,3,4.49180327869
Beijing391_Extendedprimers_cn:3_125bp_100x,2401,18,3,2.51612903226
Beijing391_Extendedprimers_cn:3_125bp_100x,2461,19,3,2.46078431373
Beijing391_Extendedprimers_cn:3_125bp_100x,3171,20,3,3.953125
Beijing391_Extendedprimers_cn:3_125bp_100x,3690,21,3,3.16315789474
Beijing391_Extendedprimers_cn:3_125bp_100x,4052,22,3,5.25654450262
Beijing391_Extendedprimers_cn:3_125bp_100x,4156,23,3,3.35748792271
Beijing391_Extendedprimers_cn:1_125bp_100x,154,0,1,0.81976744186
Beijing391_Extendedprimers_cn:1_125bp_100x,580,1,1,1.19230769231
Beijing391_Extendedprimers_cn:1_125bp_100x,960,2,1,2.01657458564
Beijing391_Extendedprimers_cn:1_125bp_100x,1644,3,1,1.42639593909
Beijing391_Extendedprimers_cn:1_125bp_100x,2059,4,1,2.02666666667
Beijing391_Extendedprimers_cn:1_125bp_100x,2531,5,1,0.552380952381
Beijing391_Extendedprimers_cn:1_125bp_100x,2687,6,1,1.47236180905
Beijing391_Extendedprimers_cn:1_125bp_100x,2996,7,1,1.61290322581
Beijing391_Extendedprimers_cn:1_125bp_100x,3007,8,1,0.497487437186
Beijing391_Extendedprimers_cn:1_125bp_100x,3192,9,1,1.97087378641
Beijing391_Extendedprimers_cn:1_125bp_100x,4348,10,1,0.751322751323
Beijing391_Extendedprimers_cn:1_125bp_100x,802,11,1,1.55897435897
Beijing391_Extendedprimers_cn:1_125bp_100x,424,12,1,0.442307692308
Beijing391_Extendedprimers_cn:1_125bp_100x,577,13,1,0.872037914692
Beijing391_Extendedprimers_cn:1_125bp_100x,1955,14,1,0.578431372549
Beijing391_Extendedprimers_cn:1_125bp_100x,2163b,15,1,0.871508379888
Beijing391_Extendedprimers_cn:1_125bp_100x,2165,16,1,1.44303797468
Beijing391_Extendedprimers_cn:1_125bp_100x,2347,17,1,1.53658536585
Beijing391_Extendedprimers_cn:1_125bp_100x,2401,18,1,0.74449339207
Beijing391_Extendedprimers_cn:1_125bp_100x,2461,19,1,0.606194690265
Beijing391_Extendedprimers_cn:1_125bp_100x,3171,20,1,1.71120689655
Beijing391_Extendedprimers_cn:1_125bp_100x,3690,21,1,0.666666666667
Beijing391_Extendedprimers_cn:1_125bp_100x,4052,22,1,1.66842105263
Beijing391_Extendedprimers_cn:1_125bp_100x,4156,23,1,0.663043478261
Beijing391_Extendedprimers_cn:5_125bp_100x,154,0,5,4.60115606936
Beijing391_Extendedprimers_cn:5_125bp_100x,580,1,5,7.61734693878
Beijing391_Extendedprimers_cn:5_125bp_100x,960,2,5,10.09375
Beijing391_Extendedprimers_cn:5_125bp_100x,1644,3,5,6.60752688172
Beijing391_Extendedprimers_cn:5_125bp_100x,2059,4,5,7.40669856459
Beijing391_Extendedprimers_cn:5_125bp_100x,2531,5,5,4.61413043478
Beijing391_Extendedprimers_cn:5_125bp_100x,2687,6,5,7.87005649718
Beijing391_Extendedprimers_cn:5_125bp_100x,2996,7,5,9.38095238095
Beijing391_Extendedprimers_cn:5_125bp_100x,3007,8,5,5.60227272727
Beijing391_Extendedprimers_cn:5_125bp_100x,3192,9,5,9.30731707317
Beijing391_Extendedprimers_cn:5_125bp_100x,4348,10,5,5.87356321839
Beijing391_Extendedprimers_cn:5_125bp_100x,802,11,5,5.82741116751
Beijing391_Extendedprimers_cn:5_125bp_100x,424,12,5,4.23529411765
